content_id_for_draft,item_id,item_type,source_content_id,literacy_term_id,lemma,pos,vocab_level,prompt,options_json,correct_option,answer_payload_json,explanation,wrong_option_reasons_json,source_version,expert_review_status,l5_grade_caveat,auto_validation_status,auto_validation_issues
MF_A_SC_SRL4L5PILOT_20260925_L4_006,MF_A_SC_SRL4L5PILOT_20260925_L4_006,MEANING_CHOICE,SR_L4CORE_4825,4825,하위,명사,4,'하위'의 뜻으로 가장 알맞은 것은?,"[""기한이나 기간이 일정하게 정해져 있는 것"", ""지위나 등급, 위치가 더 낮은 쪽"", ""어떤 일을 시작하여 손을 대는 것"", ""스스로 결정하지 못하고 다른 것에 딸려 따르는 것""]",2,"{""correct_option"": 2}","'하위'는 '지위나 등급, 위치가 더 낮은 쪽'이라는 뜻입니다.","[{""option_no"": 1, ""distractor_lemma"": ""정기"", ""distractor_content_id"": ""SR_L4CORE_4786"", ""reason"": ""이 설명은 '하위'가 아니라 '정기'의 뜻이다(기한이나 기간이 일정하게 정해져 있는 것). '하위'(지위나 등급, 위치가 더 낮은 쪽)와 의미 영역이 다르므로 오답이다.""}, {""option_no"": 3, ""distractor_lemma"": ""착수"", ""distractor_content_id"": ""SR_L4CORE_4813"", ""reason"": ""이 설명은 '하위'가 아니라 '착수'의 뜻이다(어떤 일을 시작하여 손을 대는 것). '하위'(지위나 등급, 위치가 더 낮은 쪽)와 의미 영역이 다르므로 오답이다.""}, {""option_no"": 4, ""distractor_lemma"": ""종속"", ""distractor_content_id"": ""SR_L4CORE_4796"", ""reason"": ""이 설명은 '하위'가 아니라 '종속'의 뜻이다(스스로 결정하지 못하고 다른 것에 딸려 따르는 것). '하위'(지위나 등급, 위치가 더 낮은 쪽)와 의미 영역이 다르므로 오답이다.""}]",schema_reading_l4l5_pilot_dryrun_v1,"관리자 검토용 초안 (전문가 검수 완료 아님) - V항목, phase15 AUTO_PASS 기반",,PASS,-
MF_C_SC_SRL4L5PILOT_20260925_L4_006,MF_C_SC_SRL4L5PILOT_20260925_L4_006,CONTEXT_MEANING,SR_L4CORE_4825,4825,하위,명사,4,"다음 문장에서 표시된 낱말의 뜻으로 가장 알맞은 것은?

이 표에서는 큰 주제 아래에 세부 항목을 【하위】 항목으로 적었습니다.","[""기한이나 기간이 일정하게 정해져 있는 것"", ""지위나 등급, 위치가 더 낮은 쪽"", ""어떤 일을 시작하여 손을 대는 것"", ""스스로 결정하지 못하고 다른 것에 딸려 따르는 것""]",2,"{""correct_option"": 2}","문장 속 '하위'는 '지위나 등급, 위치가 더 낮은 쪽'을 뜻합니다.","[{""option_no"": 1, ""distractor_lemma"": ""정기"", ""distractor_content_id"": ""SR_L4CORE_4786"", ""reason"": ""이 설명은 '하위'가 아니라 '정기'의 뜻이다(기한이나 기간이 일정하게 정해져 있는 것). '하위'(지위나 등급, 위치가 더 낮은 쪽)와 의미 영역이 다르므로 오답이다.""}, {""option_no"": 3, ""distractor_lemma"": ""착수"", ""distractor_content_id"": ""SR_L4CORE_4813"", ""reason"": ""이 설명은 '하위'가 아니라 '착수'의 뜻이다(어떤 일을 시작하여 손을 대는 것). '하위'(지위나 등급, 위치가 더 낮은 쪽)와 의미 영역이 다르므로 오답이다.""}, {""option_no"": 4, ""distractor_lemma"": ""종속"", ""distractor_content_id"": ""SR_L4CORE_4796"", ""reason"": ""이 설명은 '하위'가 아니라 '종속'의 뜻이다(스스로 결정하지 못하고 다른 것에 딸려 따르는 것). '하위'(지위나 등급, 위치가 더 낮은 쪽)와 의미 영역이 다르므로 오답이다.""}]",schema_reading_l4l5_pilot_dryrun_v1,"관리자 검토용 초안 (전문가 검수 완료 아님) - V항목, phase15 AUTO_PASS 기반",,PASS,-
MF_A_SC_SRL4L5PILOT_20260925_L4_007,MF_A_SC_SRL4L5PILOT_20260925_L4_007,MEANING_CHOICE,SR_L4CORE_4801,4801,중복,명사,4,'중복'의 뜻으로 가장 알맞은 것은?,"[""중요한 것을 대충 보고 넘겨서 미처 신경 쓰지 않는 것"", ""상황을 살펴보고 필요한 일을 하는 것"", ""같은 것이 거듭되거나 서로 겹치는 것"", ""둘 이상의 것을 합쳐 하나로 만드는 것""]",3,"{""correct_option"": 3}",'중복'은 '같은 것이 거듭되거나 서로 겹치는 것'이라는 뜻입니다.,"[{""option_no"": 1, ""distractor_lemma"": ""간과"", ""distractor_content_id"": ""SR_L4CORE_4749"", ""reason"": ""이 설명은 '중복'이 아니라 '간과'의 뜻이다(중요한 것을 대충 보고 넘겨서 미처 신경 쓰지 않는 것). '중복'(같은 것이 거듭되거나 서로 겹치는 것)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 2, ""distractor_lemma"": ""조치"", ""distractor_content_id"": ""SR_L4CORE_4794"", ""reason"": ""이 설명은 '중복'이 아니라 '조치'의 뜻이다(상황을 살펴보고 필요한 일을 하는 것). '중복'(같은 것이 거듭되거나 서로 겹치는 것)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 4, ""distractor_lemma"": ""합성"", ""distractor_content_id"": ""SR_L4CORE_4827"", ""reason"": ""이 설명은 '중복'이 아니라 '합성'의 뜻이다(둘 이상의 것을 합쳐 하나로 만드는 것). '중복'(같은 것이 거듭되거나 서로 겹치는 것)과 의미 영역이 다르므로 오답이다.""}]",schema_reading_l4l5_pilot_dryrun_v1,"관리자 검토용 초안 (전문가 검수 완료 아님) - V항목, phase15 AUTO_PASS 기반",,PASS,-
MF_C_SC_SRL4L5PILOT_20260925_L4_007,MF_C_SC_SRL4L5PILOT_20260925_L4_007,CONTEXT_MEANING,SR_L4CORE_4801,4801,중복,명사,4,"다음 문장에서 표시된 낱말의 뜻으로 가장 알맞은 것은?

명단에서 이름의 【중복】을 확인하고 한 번만 적었습니다.","[""중요한 것을 대충 보고 넘겨서 미처 신경 쓰지 않는 것"", ""상황을 살펴보고 필요한 일을 하는 것"", ""같은 것이 거듭되거나 서로 겹치는 것"", ""둘 이상의 것을 합쳐 하나로 만드는 것""]",3,"{""correct_option"": 3}",문장 속 '중복'은 '같은 것이 거듭되거나 서로 겹치는 것'을 뜻합니다.,"[{""option_no"": 1, ""distractor_lemma"": ""간과"", ""distractor_content_id"": ""SR_L4CORE_4749"", ""reason"": ""이 설명은 '중복'이 아니라 '간과'의 뜻이다(중요한 것을 대충 보고 넘겨서 미처 신경 쓰지 않는 것). '중복'(같은 것이 거듭되거나 서로 겹치는 것)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 2, ""distractor_lemma"": ""조치"", ""distractor_content_id"": ""SR_L4CORE_4794"", ""reason"": ""이 설명은 '중복'이 아니라 '조치'의 뜻이다(상황을 살펴보고 필요한 일을 하는 것). '중복'(같은 것이 거듭되거나 서로 겹치는 것)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 4, ""distractor_lemma"": ""합성"", ""distractor_content_id"": ""SR_L4CORE_4827"", ""reason"": ""이 설명은 '중복'이 아니라 '합성'의 뜻이다(둘 이상의 것을 합쳐 하나로 만드는 것). '중복'(같은 것이 거듭되거나 서로 겹치는 것)과 의미 영역이 다르므로 오답이다.""}]",schema_reading_l4l5_pilot_dryrun_v1,"관리자 검토용 초안 (전문가 검수 완료 아님) - V항목, phase15 AUTO_PASS 기반",,PASS,-
MF_A_SC_SRL4L5PILOT_20260925_L4_008,MF_A_SC_SRL4L5PILOT_20260925_L4_008,MEANING_CHOICE,SR_L4CORE_4786,4786,정기,명사,4,'정기'의 뜻으로 가장 알맞은 것은?,"[""무엇이 있거나 어떤 일이 일어날 수 있는 자리나 빈 곳"", ""여러 사람이 모여 이룬 무리"", ""지위나 등급, 위치가 더 낮은 쪽"", ""기한이나 기간이 일정하게 정해져 있는 것""]",4,"{""correct_option"": 4}",'정기'는 '기한이나 기간이 일정하게 정해져 있는 것'이라는 뜻입니다.,"[{""option_no"": 1, ""distractor_lemma"": ""공간"", ""distractor_content_id"": ""SR_L4CORE_4750"", ""reason"": ""이 설명은 '정기'가 아니라 '공간'의 뜻이다(무엇이 있거나 어떤 일이 일어날 수 있는 자리나 빈 곳). '정기'(기한이나 기간이 일정하게 정해져 있는 것)와 의미 영역이 다르므로 오답이다.""}, {""option_no"": 2, ""distractor_lemma"": ""집단"", ""distractor_content_id"": ""SR_L4CORE_4812"", ""reason"": ""이 설명은 '정기'가 아니라 '집단'의 뜻이다(여러 사람이 모여 이룬 무리). '정기'(기한이나 기간이 일정하게 정해져 있는 것)와 의미 영역이 다르므로 오답이다.""}, {""option_no"": 3, ""distractor_lemma"": ""하위"", ""distractor_content_id"": ""SR_L4CORE_4825"", ""reason"": ""이 설명은 '정기'가 아니라 '하위'의 뜻이다(지위나 등급, 위치가 더 낮은 쪽). '정기'(기한이나 기간이 일정하게 정해져 있는 것)와 의미 영역이 다르므로 오답이다.""}]",schema_reading_l4l5_pilot_dryrun_v1,"관리자 검토용 초안 (전문가 검수 완료 아님) - V항목, phase15 AUTO_PASS 기반",,PASS,-
MF_C_SC_SRL4L5PILOT_20260925_L4_008,MF_C_SC_SRL4L5PILOT_20260925_L4_008,CONTEXT_MEANING,SR_L4CORE_4786,4786,정기,명사,4,"다음 문장에서 표시된 낱말의 뜻으로 가장 알맞은 것은?

우리 반은 매달 첫째 주에 【정기】 모임을 엽니다.","[""무엇이 있거나 어떤 일이 일어날 수 있는 자리나 빈 곳"", ""여러 사람이 모여 이룬 무리"", ""지위나 등급, 위치가 더 낮은 쪽"", ""기한이나 기간이 일정하게 정해져 있는 것""]",4,"{""correct_option"": 4}",문장 속 '정기'는 '기한이나 기간이 일정하게 정해져 있는 것'을 뜻합니다.,"[{""option_no"": 1, ""distractor_lemma"": ""공간"", ""distractor_content_id"": ""SR_L4CORE_4750"", ""reason"": ""이 설명은 '정기'가 아니라 '공간'의 뜻이다(무엇이 있거나 어떤 일이 일어날 수 있는 자리나 빈 곳). '정기'(기한이나 기간이 일정하게 정해져 있는 것)와 의미 영역이 다르므로 오답이다.""}, {""option_no"": 2, ""distractor_lemma"": ""집단"", ""distractor_content_id"": ""SR_L4CORE_4812"", ""reason"": ""이 설명은 '정기'가 아니라 '집단'의 뜻이다(여러 사람이 모여 이룬 무리). '정기'(기한이나 기간이 일정하게 정해져 있는 것)와 의미 영역이 다르므로 오답이다.""}, {""option_no"": 3, ""distractor_lemma"": ""하위"", ""distractor_content_id"": ""SR_L4CORE_4825"", ""reason"": ""이 설명은 '정기'가 아니라 '하위'의 뜻이다(지위나 등급, 위치가 더 낮은 쪽). '정기'(기한이나 기간이 일정하게 정해져 있는 것)와 의미 영역이 다르므로 오답이다.""}]",schema_reading_l4l5_pilot_dryrun_v1,"관리자 검토용 초안 (전문가 검수 완료 아님) - V항목, phase15 AUTO_PASS 기반",,PASS,-
MF_A_SC_SRL4L5PILOT_20260925_L4_009,MF_A_SC_SRL4L5PILOT_20260925_L4_009,MEANING_CHOICE,SR_L4CORE_4749,4749,간과,명사,4,'간과'의 뜻으로 가장 알맞은 것은?,"[""중요한 것을 대충 보고 넘겨서 미처 신경 쓰지 않는 것"", ""어떤 일을 시작하여 손을 대는 것"", ""스스로 결정하지 못하고 다른 것에 딸려 따르는 것"", ""같은 것이 거듭되거나 서로 겹치는 것""]",1,"{""correct_option"": 1}",'간과'는 '중요한 것을 대충 보고 넘겨서 미처 신경 쓰지 않는 것'이라는 뜻입니다.,"[{""option_no"": 2, ""distractor_lemma"": ""착수"", ""distractor_content_id"": ""SR_L4CORE_4813"", ""reason"": ""이 설명은 '간과'가 아니라 '착수'의 뜻이다(어떤 일을 시작하여 손을 대는 것). '간과'(중요한 것을 대충 보고 넘겨서 미처 신경 쓰지 않는 것)와 의미 영역이 다르므로 오답이다.""}, {""option_no"": 3, ""distractor_lemma"": ""종속"", ""distractor_content_id"": ""SR_L4CORE_4796"", ""reason"": ""이 설명은 '간과'가 아니라 '종속'의 뜻이다(스스로 결정하지 못하고 다른 것에 딸려 따르는 것). '간과'(중요한 것을 대충 보고 넘겨서 미처 신경 쓰지 않는 것)와 의미 영역이 다르므로 오답이다.""}, {""option_no"": 4, ""distractor_lemma"": ""중복"", ""distractor_content_id"": ""SR_L4CORE_4801"", ""reason"": ""이 설명은 '간과'가 아니라 '중복'의 뜻이다(같은 것이 거듭되거나 서로 겹치는 것). '간과'(중요한 것을 대충 보고 넘겨서 미처 신경 쓰지 않는 것)와 의미 영역이 다르므로 오답이다.""}]",schema_reading_l4l5_pilot_dryrun_v1,"관리자 검토용 초안 (전문가 검수 완료 아님) - V항목, phase15 AUTO_PASS 기반",,PASS,-
MF_C_SC_SRL4L5PILOT_20260925_L4_009,MF_C_SC_SRL4L5PILOT_20260925_L4_009,CONTEXT_MEANING,SR_L4CORE_4749,4749,간과,명사,4,"다음 문장에서 표시된 낱말의 뜻으로 가장 알맞은 것은?

우리는 안전 규칙을 【간과해서】 작은 사고가 났습니다.","[""중요한 것을 대충 보고 넘겨서 미처 신경 쓰지 않는 것"", ""어떤 일을 시작하여 손을 대는 것"", ""스스로 결정하지 못하고 다른 것에 딸려 따르는 것"", ""같은 것이 거듭되거나 서로 겹치는 것""]",1,"{""correct_option"": 1}",문장 속 '간과해서'는 '중요한 것을 대충 보고 넘겨서 미처 신경 쓰지 않는 것'을 뜻합니다.,"[{""option_no"": 2, ""distractor_lemma"": ""착수"", ""distractor_content_id"": ""SR_L4CORE_4813"", ""reason"": ""이 설명은 '간과'가 아니라 '착수'의 뜻이다(어떤 일을 시작하여 손을 대는 것). '간과'(중요한 것을 대충 보고 넘겨서 미처 신경 쓰지 않는 것)와 의미 영역이 다르므로 오답이다.""}, {""option_no"": 3, ""distractor_lemma"": ""종속"", ""distractor_content_id"": ""SR_L4CORE_4796"", ""reason"": ""이 설명은 '간과'가 아니라 '종속'의 뜻이다(스스로 결정하지 못하고 다른 것에 딸려 따르는 것). '간과'(중요한 것을 대충 보고 넘겨서 미처 신경 쓰지 않는 것)와 의미 영역이 다르므로 오답이다.""}, {""option_no"": 4, ""distractor_lemma"": ""중복"", ""distractor_content_id"": ""SR_L4CORE_4801"", ""reason"": ""이 설명은 '간과'가 아니라 '중복'의 뜻이다(같은 것이 거듭되거나 서로 겹치는 것). '간과'(중요한 것을 대충 보고 넘겨서 미처 신경 쓰지 않는 것)와 의미 영역이 다르므로 오답이다.""}]",schema_reading_l4l5_pilot_dryrun_v1,"관리자 검토용 초안 (전문가 검수 완료 아님) - V항목, phase15 AUTO_PASS 기반",,PASS,-
MF_A_SC_SRL4L5PILOT_20260925_L4_010,MF_A_SC_SRL4L5PILOT_20260925_L4_010,MEANING_CHOICE,SR_L4CORE_4750,4750,공간,명사,4,'공간'의 뜻으로 가장 알맞은 것은?,"[""상황을 살펴보고 필요한 일을 하는 것"", ""무엇이 있거나 어떤 일이 일어날 수 있는 자리나 빈 곳"", ""둘 이상의 것을 합쳐 하나로 만드는 것"", ""기한이나 기간이 일정하게 정해져 있는 것""]",2,"{""correct_option"": 2}",'공간'은 '무엇이 있거나 어떤 일이 일어날 수 있는 자리나 빈 곳'이라는 뜻입니다.,"[{""option_no"": 1, ""distractor_lemma"": ""조치"", ""distractor_content_id"": ""SR_L4CORE_4794"", ""reason"": ""이 설명은 '공간'이 아니라 '조치'의 뜻이다(상황을 살펴보고 필요한 일을 하는 것). '공간'(무엇이 있거나 어떤 일이 일어날 수 있는 자리나 빈 곳)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 3, ""distractor_lemma"": ""합성"", ""distractor_content_id"": ""SR_L4CORE_4827"", ""reason"": ""이 설명은 '공간'이 아니라 '합성'의 뜻이다(둘 이상의 것을 합쳐 하나로 만드는 것). '공간'(무엇이 있거나 어떤 일이 일어날 수 있는 자리나 빈 곳)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 4, ""distractor_lemma"": ""정기"", ""distractor_content_id"": ""SR_L4CORE_4786"", ""reason"": ""이 설명은 '공간'이 아니라 '정기'의 뜻이다(기한이나 기간이 일정하게 정해져 있는 것). '공간'(무엇이 있거나 어떤 일이 일어날 수 있는 자리나 빈 곳)과 의미 영역이 다르므로 오답이다.""}]",schema_reading_l4l5_pilot_dryrun_v1,"관리자 검토용 초안 (전문가 검수 완료 아님) - V항목, phase15 AUTO_PASS 기반",,PASS,-
MF_C_SC_SRL4L5PILOT_20260925_L4_010,MF_C_SC_SRL4L5PILOT_20260925_L4_010,CONTEXT_MEANING,SR_L4CORE_4750,4750,공간,명사,4,"다음 문장에서 표시된 낱말의 뜻으로 가장 알맞은 것은?

교실 뒤쪽에 책상을 놓을 【공간】이 남아 있습니다.","[""상황을 살펴보고 필요한 일을 하는 것"", ""무엇이 있거나 어떤 일이 일어날 수 있는 자리나 빈 곳"", ""둘 이상의 것을 합쳐 하나로 만드는 것"", ""기한이나 기간이 일정하게 정해져 있는 것""]",2,"{""correct_option"": 2}",문장 속 '공간'은 '무엇이 있거나 어떤 일이 일어날 수 있는 자리나 빈 곳'을 뜻합니다.,"[{""option_no"": 1, ""distractor_lemma"": ""조치"", ""distractor_content_id"": ""SR_L4CORE_4794"", ""reason"": ""이 설명은 '공간'이 아니라 '조치'의 뜻이다(상황을 살펴보고 필요한 일을 하는 것). '공간'(무엇이 있거나 어떤 일이 일어날 수 있는 자리나 빈 곳)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 3, ""distractor_lemma"": ""합성"", ""distractor_content_id"": ""SR_L4CORE_4827"", ""reason"": ""이 설명은 '공간'이 아니라 '합성'의 뜻이다(둘 이상의 것을 합쳐 하나로 만드는 것). '공간'(무엇이 있거나 어떤 일이 일어날 수 있는 자리나 빈 곳)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 4, ""distractor_lemma"": ""정기"", ""distractor_content_id"": ""SR_L4CORE_4786"", ""reason"": ""이 설명은 '공간'이 아니라 '정기'의 뜻이다(기한이나 기간이 일정하게 정해져 있는 것). '공간'(무엇이 있거나 어떤 일이 일어날 수 있는 자리나 빈 곳)과 의미 영역이 다르므로 오답이다.""}]",schema_reading_l4l5_pilot_dryrun_v1,"관리자 검토용 초안 (전문가 검수 완료 아님) - V항목, phase15 AUTO_PASS 기반",,PASS,-
MF_A_SC_SRL4L5PILOT_20260925_L5_001,MF_A_SC_SRL4L5PILOT_20260925_L5_001,MEANING_CHOICE,SR_L5CORE_4868,4868,대등,명사,5,'대등'의 뜻으로 가장 알맞은 것은?,"[""서로 비교했을 때 높고 낮음이나 잘하고 못함의 차이가 없이 비슷한 것"", ""어떤 주제에 대한 자신의 의견을 논리적으로 밝혀 쓰는 것"", ""손쉽고 간단한 것"", ""어떤 일이 벌어지고 있는 장면이나 상황""]",1,"{""correct_option"": 1}",'대등'은 '서로 비교했을 때 높고 낮음이나 잘하고 못함의 차이가 없이 비슷한 것'이라는 뜻입니다.,"[{""option_no"": 2, ""distractor_lemma"": ""논술"", ""distractor_content_id"": ""SR_L5CORE_4859"", ""reason"": ""이 설명은 '대등'이 아니라 '논술'의 뜻이다(어떤 주제에 대한 자신의 의견을 논리적으로 밝혀 쓰는 것). '대등'(서로 비교했을 때 높고 낮음이나 잘하고 못함의 차이가 없이 비슷한 것)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 3, ""distractor_lemma"": ""간략"", ""distractor_content_id"": ""SR_L5CORE_4836"", ""reason"": ""이 설명은 '대등'이 아니라 '간략'의 뜻이다(손쉽고 간단한 것). '대등'(서로 비교했을 때 높고 낮음이나 잘하고 못함의 차이가 없이 비슷한 것)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 4, ""distractor_lemma"": ""국면"", ""distractor_content_id"": ""SR_L5CORE_4848"", ""reason"": ""이 설명은 '대등'이 아니라 '국면'의 뜻이다(어떤 일이 벌어지고 있는 장면이나 상황). '대등'(서로 비교했을 때 높고 낮음이나 잘하고 못함의 차이가 없이 비슷한 것)과 의미 영역이 다르므로 오답이다.""}]",schema_reading_l4l5_pilot_dryrun_v1,"관리자 검토용 초안 (전문가 검수 완료 아님) - V항목, phase15 AUTO_PASS 기반",L5 고1 근거는 개별 학년 태그가 아니라 정책 매핑임(phase14 보고서 한계 재인용),PASS,-
MF_C_SC_SRL4L5PILOT_20260925_L5_001,MF_C_SC_SRL4L5PILOT_20260925_L5_001,CONTEXT_MEANING,SR_L5CORE_4868,4868,대등,명사,5,"다음 문장에서 표시된 낱말의 뜻으로 가장 알맞은 것은?

두 팀의 실력은 【대등해서】 누가 이길지 예측하기 어려웠다.","[""서로 비교했을 때 높고 낮음이나 잘하고 못함의 차이가 없이 비슷한 것"", ""어떤 주제에 대한 자신의 의견을 논리적으로 밝혀 쓰는 것"", ""손쉽고 간단한 것"", ""어떤 일이 벌어지고 있는 장면이나 상황""]",1,"{""correct_option"": 1}",문장 속 '대등해서'는 '서로 비교했을 때 높고 낮음이나 잘하고 못함의 차이가 없이 비슷한 것'을 뜻합니다.,"[{""option_no"": 2, ""distractor_lemma"": ""논술"", ""distractor_content_id"": ""SR_L5CORE_4859"", ""reason"": ""이 설명은 '대등'이 아니라 '논술'의 뜻이다(어떤 주제에 대한 자신의 의견을 논리적으로 밝혀 쓰는 것). '대등'(서로 비교했을 때 높고 낮음이나 잘하고 못함의 차이가 없이 비슷한 것)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 3, ""distractor_lemma"": ""간략"", ""distractor_content_id"": ""SR_L5CORE_4836"", ""reason"": ""이 설명은 '대등'이 아니라 '간략'의 뜻이다(손쉽고 간단한 것). '대등'(서로 비교했을 때 높고 낮음이나 잘하고 못함의 차이가 없이 비슷한 것)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 4, ""distractor_lemma"": ""국면"", ""distractor_content_id"": ""SR_L5CORE_4848"", ""reason"": ""이 설명은 '대등'이 아니라 '국면'의 뜻이다(어떤 일이 벌어지고 있는 장면이나 상황). '대등'(서로 비교했을 때 높고 낮음이나 잘하고 못함의 차이가 없이 비슷한 것)과 의미 영역이 다르므로 오답이다.""}]",schema_reading_l4l5_pilot_dryrun_v1,"관리자 검토용 초안 (전문가 검수 완료 아님) - V항목, phase15 AUTO_PASS 기반",L5 고1 근거는 개별 학년 태그가 아니라 정책 매핑임(phase14 보고서 한계 재인용),PASS,-
MF_A_SC_SRL4L5PILOT_20260925_L5_002,MF_A_SC_SRL4L5PILOT_20260925_L5_002,MEANING_CHOICE,SR_L5CORE_4904,4904,본론,명사,5,'본론'의 뜻으로 가장 알맞은 것은?,"[""주된 것에 다른 것을 더 덧붙이는 것"", ""말이나 글에서 하고 싶은 주장이나 중심 내용을 담은 부분"", ""여러 사정을 참고하여 생각에 넣는 것"", ""서두르고 급하게 목표를 향해 나아가는 것""]",2,"{""correct_option"": 2}",'본론'은 '말이나 글에서 하고 싶은 주장이나 중심 내용을 담은 부분'이라는 뜻입니다.,"[{""option_no"": 1, ""distractor_lemma"": ""부가"", ""distractor_content_id"": ""SR_L5CORE_4906"", ""reason"": ""이 설명은 '본론'이 아니라 '부가'의 뜻이다(주된 것에 다른 것을 더 덧붙이는 것). '본론'(말이나 글에서 하고 싶은 주장이나 중심 내용을 담은 부분)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 3, ""distractor_lemma"": ""감안"", ""distractor_content_id"": ""SR_L5CORE_4837"", ""reason"": ""이 설명은 '본론'이 아니라 '감안'의 뜻이다(여러 사정을 참고하여 생각에 넣는 것). '본론'(말이나 글에서 하고 싶은 주장이나 중심 내용을 담은 부분)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 4, ""distractor_lemma"": ""급진"", ""distractor_content_id"": ""SR_L5CORE_4849"", ""reason"": ""이 설명은 '본론'이 아니라 '급진'의 뜻이다(서두르고 급하게 목표를 향해 나아가는 것). '본론'(말이나 글에서 하고 싶은 주장이나 중심 내용을 담은 부분)과 의미 영역이 다르므로 오답이다.""}]",schema_reading_l4l5_pilot_dryrun_v1,"관리자 검토용 초안 (전문가 검수 완료 아님) - V항목, phase15 AUTO_PASS 기반",L5 고1 근거는 개별 학년 태그가 아니라 정책 매핑임(phase14 보고서 한계 재인용),PASS,-
MF_C_SC_SRL4L5PILOT_20260925_L5_002,MF_C_SC_SRL4L5PILOT_20260925_L5_002,CONTEXT_MEANING,SR_L5CORE_4904,4904,본론,명사,5,"다음 문장에서 표시된 낱말의 뜻으로 가장 알맞은 것은?

서론에서 문제를 제기한 뒤, 【본론에서】 자신의 주장을 자세히 설명했다.","[""주된 것에 다른 것을 더 덧붙이는 것"", ""말이나 글에서 하고 싶은 주장이나 중심 내용을 담은 부분"", ""여러 사정을 참고하여 생각에 넣는 것"", ""서두르고 급하게 목표를 향해 나아가는 것""]",2,"{""correct_option"": 2}",문장 속 '본론에서'는 '말이나 글에서 하고 싶은 주장이나 중심 내용을 담은 부분'을 뜻합니다.,"[{""option_no"": 1, ""distractor_lemma"": ""부가"", ""distractor_content_id"": ""SR_L5CORE_4906"", ""reason"": ""이 설명은 '본론'이 아니라 '부가'의 뜻이다(주된 것에 다른 것을 더 덧붙이는 것). '본론'(말이나 글에서 하고 싶은 주장이나 중심 내용을 담은 부분)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 3, ""distractor_lemma"": ""감안"", ""distractor_content_id"": ""SR_L5CORE_4837"", ""reason"": ""이 설명은 '본론'이 아니라 '감안'의 뜻이다(여러 사정을 참고하여 생각에 넣는 것). '본론'(말이나 글에서 하고 싶은 주장이나 중심 내용을 담은 부분)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 4, ""distractor_lemma"": ""급진"", ""distractor_content_id"": ""SR_L5CORE_4849"", ""reason"": ""이 설명은 '본론'이 아니라 '급진'의 뜻이다(서두르고 급하게 목표를 향해 나아가는 것). '본론'(말이나 글에서 하고 싶은 주장이나 중심 내용을 담은 부분)과 의미 영역이 다르므로 오답이다.""}]",schema_reading_l4l5_pilot_dryrun_v1,"관리자 검토용 초안 (전문가 검수 완료 아님) - V항목, phase15 AUTO_PASS 기반",L5 고1 근거는 개별 학년 태그가 아니라 정책 매핑임(phase14 보고서 한계 재인용),PASS,-
