group,v_s,lemma,pos,literacy_source,literacy_term_id,literacy_definition,l4_basis,student_definition,example_sentence,example_target_form,subject_category,note_week,reuse_check,final_classification,classification_reason,caution,content_id,vocab_level,level_status
C_11_supplement_carryover,V,간과,명사,schemareading-tooldict,4749,대충 보아 넘김. 깊이 유의하지 않고 예사로 내버려둠.,"literacy.db 실제 저장 level=4, term_id=4749 재조회 확인(2026-09-25 라이브 재검증)",중요한 것을 대충 보고 넘겨서 미처 신경 쓰지 않는 것,우리는 안전 규칙을 간과해서 작은 사고가 났습니다.,간과,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db 자체 level=4, phase11 학생용 정의/예문 재사용, 이번 세션 재검증 일치",,SR_L4CORE_4749,4,REVIEW_BOUNDARY
C_11_supplement_carryover,V,공간,명사,schemareading-tooldict,4750,"아무 것도 없는 빈 곳. 또는 물질, 물체가 존재할 수 있거나 어떤 일이 일어날 수 있는 자리.","literacy.db 실제 저장 level=4, term_id=4750 재조회 확인(2026-09-25 라이브 재검증)",무엇이 있거나 어떤 일이 일어날 수 있는 자리나 빈 곳,교실 뒤쪽에 책상을 놓을 공간이 남아 있습니다.,공간,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db 자체 level=4, phase11 학생용 정의/예문 재사용, 이번 세션 재검증 일치",,SR_L4CORE_4750,4,REVIEW_BOUNDARY
C_11_supplement_carryover,V,기억,명사,schemareading-tooldict,4751,지난 일을 잊지 아니함. 또는 그 내용.,"literacy.db 실제 저장 level=4, term_id=4751 재조회 확인(2026-09-25 라이브 재검증)",지나간 일을 잊지 않고 마음속에 간직하고 있는 것,할머니 댁에서 보낸 여름은 좋은 기억으로 남아 있습니다.,기억,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db 자체 level=4, phase11 학생용 정의/예문 재사용, 이번 세션 재검증 일치",,SR_L4CORE_4751,4,REVIEW_BOUNDARY
C_11_supplement_carryover,V,만족,명사,schemareading-tooldict,4752,마음에 흡족함. 또는 흡족하게 생각함.,"literacy.db 실제 저장 level=4, term_id=4752 재조회 확인(2026-09-25 라이브 재검증)",바라던 대로 이루어져 마음이 흡족한 것,발표를 무사히 마치고 나니 만족스러운 기분이 들었습니다.,만족,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db 자체 level=4, phase11 학생용 정의/예문 재사용, 이번 세션 재검증 일치",,SR_L4CORE_4752,4,REVIEW_BOUNDARY
C_11_supplement_carryover,V,문자,명사,schemareading-tooldict,4753,"말의 음과 뜻을 나타내는 시각적 기호, 글자.","literacy.db 실제 저장 level=4, term_id=4753 재조회 확인(2026-09-25 라이브 재검증)","말소리와 뜻을 눈으로 볼 수 있게 나타낸 기호, 즉 글자",한글은 소리를 정확하게 나타낼 수 있는 문자입니다.,문자,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db 자체 level=4, phase11 학생용 정의/예문 재사용, 이번 세션 재검증 일치",,SR_L4CORE_4753,4,REVIEW_BOUNDARY
C_11_supplement_carryover,V,보수,명사,schemareading-tooldict,4754,낡은 것을 보충해서 수선함.,"literacy.db 실제 저장 level=4, term_id=4754 재조회 확인(2026-09-25 라이브 재검증)",낡거나 고장 난 것을 손보아 고치는 것,장마가 끝난 뒤 학교는 새는 지붕을 보수했습니다.,보수,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db 자체 level=4, phase11 학생용 정의/예문 재사용, 이번 세션 재검증 일치","동형이의어 주의(phase11 기록 재인용): '정치적 보수', '급여(보수를 받다)' 등 다른 뜻 존재. literacy.db 정의(수선)에 한정된 뜻만 채택",SR_L4CORE_4754,4,REVIEW_BOUNDARY
C_11_supplement_carryover,V,불가피하다,형용사,schemareading-tooldict,4755,피할 수가 없다.,"literacy.db 실제 저장 level=4, term_id=4755 재조회 확인(2026-09-25 라이브 재검증)",어쩔 수 없어서 피할 수가 없다,갑자기 폭우가 쏟아져 일정 변경이 불가피했습니다.,불가피하다,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db 자체 level=4, phase11 학생용 정의/예문 재사용, 이번 세션 재검증 일치",,SR_L4CORE_4755,4,REVIEW_BOUNDARY
C_11_supplement_carryover,V,완료,명사,schemareading-tooldict,4759,완전히 끝마침.,"literacy.db 실제 저장 level=4, term_id=4759 재조회 확인(2026-09-25 라이브 재검증)",하던 일을 완전히 끝내는 것,모둠은 예정보다 일찍 과제를 완료했습니다.,완료,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db 자체 level=4, phase11 학생용 정의/예문 재사용, 이번 세션 재검증 일치",,SR_L4CORE_4759,4,REVIEW_BOUNDARY
C_11_supplement_carryover,V,요건,명사,schemareading-tooldict,4760,긴요한 일이나 안건. 필요한 조건.,"literacy.db 실제 저장 level=4, term_id=4760 재조회 확인(2026-09-25 라이브 재검증)",어떤 일을 하기 위해 반드시 갖추어야 하는 조건,이 대회에 나가려면 몇 가지 요건을 먼저 갖추어야 합니다.,요건,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db 자체 level=4, phase11 학생용 정의/예문 재사용, 이번 세션 재검증 일치",,SR_L4CORE_4760,4,REVIEW_BOUNDARY
C_11_supplement_carryover,V,원천,명사,schemareading-tooldict,4761,물이 흘러나오는 근원. 사물의 근원.,"literacy.db 실제 저장 level=4, term_id=4761 재조회 확인(2026-09-25 라이브 재검증)",어떤 것이 처음 생겨나거나 흘러나오는 근본이 되는 곳,독서는 새로운 생각의 원천이 됩니다.,원천,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db 자체 level=4, phase11 학생용 정의/예문 재사용, 이번 세션 재검증 일치",,SR_L4CORE_4761,4,REVIEW_BOUNDARY
C_11_supplement_carryover,V,유동,명사,schemareading-tooldict,4762,액체 상태의 물질이나 전류 따위가 흘러 움직임. 이리저리 자주 옮겨 다님.,"literacy.db 실제 저장 level=4, term_id=4762 재조회 확인(2026-09-25 라이브 재검증)","액체나 전류처럼 흘러 움직이거나, 한곳에 머물지 않고 자주 옮겨 다니는 것",명절에는 고속도로에 차량 유동이 많아집니다.,유동,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db 자체 level=4, phase11 학생용 정의/예문 재사용, 이번 세션 재검증 일치",,SR_L4CORE_4762,4,REVIEW_BOUNDARY
D_29_new_V_S_candidates,V,유사,명사,schemareading-tooldict,4765,서로 비슷함.,"literacy.db 실제 저장 level=4, term_id=4765 재조회 확인(2026-09-25 라이브 재검증)",두 가지 이상이 서로 비슷한 것,쌍둥이 자매는 얼굴 생김새가 유사해서 사람들이 자주 헷갈려 합니다.,유사,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db V/S level=4, review_status=검수전, AI자동생성 태그 없음, 이번 세션 신규 정의/예문 작성 및 뜻 일치 확인","'유추'와 근접(어근 '유' 공유, '비슷함' 개념 인접) — '유추' 항목 참고 (phase15 감사가 결과표 caution 컬럼 누락을 확인, phase16에서 caution 컬럼에 직접 보충)",SR_L4CORE_4765,4,REVIEW_BOUNDARY
D_29_new_V_S_candidates,V,인지,명사,schemareading-tooldict,4773,어떤 사실을 인정하여 앎.,"literacy.db 실제 저장 level=4, term_id=4773 재조회 확인(2026-09-25 라이브 재검증)",어떤 사실을 알아차리고 그렇다고 받아들이는 것,친구는 자신의 실수를 인지하고 곧바로 사과했습니다.,인지,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db V/S level=4, review_status=검수전, AI자동생성 태그 없음, 이번 세션 신규 정의/예문 작성 및 뜻 일치 확인",,SR_L4CORE_4773,4,REVIEW_BOUNDARY
D_29_new_V_S_candidates,V,일관성,명사,schemareading-tooldict,4774,방법이나 태도 따위가 한결같은 성질.,"literacy.db 실제 저장 level=4, term_id=4774 재조회 확인(2026-09-25 라이브 재검증)",처음부터 끝까지 태도나 방법이 한결같이 변하지 않는 성질,심판은 모든 경기에서 같은 기준으로 일관성 있게 판정했습니다.,일관성,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db V/S level=4, review_status=검수전, AI자동생성 태그 없음, 이번 세션 신규 정의/예문 작성 및 뜻 일치 확인",,SR_L4CORE_4774,4,REVIEW_BOUNDARY
D_29_new_V_S_candidates,V,임의,명사,schemareading-tooldict,4776,일정한 기준이나 원칙 없이 하고 싶은 대로 함. 또는 대상이나 장소 따위를 일정하게 정하지 아니함.,"literacy.db 실제 저장 level=4, term_id=4776 재조회 확인(2026-09-25 라이브 재검증)",정해진 기준 없이 마음대로 정하는 것,모둠원은 발표 순서를 임의로 정하지 말고 제비뽑기로 정하자고 했습니다.,임의,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db V/S level=4, review_status=검수전, AI자동생성 태그 없음, 이번 세션 신규 정의/예문 작성 및 뜻 일치 확인",,SR_L4CORE_4776,4,REVIEW_BOUNDARY
D_29_new_V_S_candidates,V,자연적,"명사, 관형사",schemareading-tooldict,4778,사람의 손길이 가지 아니한 자연 그대로의 모습을 지닌 것. 또는 사람의 손길이 가지 아니한 자연 그대로의 모습을 지닌.,"literacy.db 실제 저장 level=4, term_id=4778 재조회 확인(2026-09-25 라이브 재검증)",사람이 손대지 않고 자연 그대로 이루어진 것,이 계곡은 사람이 만들지 않은 자연적 풍경으로 유명합니다.,자연적,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db V/S level=4, review_status=검수전, AI자동생성 태그 없음, 이번 세션 신규 정의/예문 작성 및 뜻 일치 확인",,SR_L4CORE_4778,4,REVIEW_BOUNDARY
D_29_new_V_S_candidates,V,저하,명사,schemareading-tooldict,4780,"정도, 수준, 능률 따위가 떨어져 낮아짐.","literacy.db 실제 저장 level=4, term_id=4780 재조회 확인(2026-09-25 라이브 재검증)","정도나 수준, 능률이 떨어져서 낮아지는 것",잠을 충분히 자지 못하면 집중력 저하로 이어질 수 있습니다.,저하,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db V/S level=4, review_status=검수전, AI자동생성 태그 없음, 이번 세션 신규 정의/예문 작성 및 뜻 일치 확인",,SR_L4CORE_4780,4,REVIEW_BOUNDARY
D_29_new_V_S_candidates,V,적절,명사,schemareading-tooldict,4782,꼭 맞음. 어떤 기준이나 정도에 맞아 어울리는 상태.,"literacy.db 실제 저장 level=4, term_id=4782 재조회 확인(2026-09-25 라이브 재검증)",상황이나 기준에 딱 맞고 알맞은 상태,발표 시간에 맞게 내용을 적절하게 줄였습니다.,적절,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db V/S level=4, review_status=검수전, AI자동생성 태그 없음, 이번 세션 신규 정의/예문 작성 및 뜻 일치 확인",,SR_L4CORE_4782,4,REVIEW_BOUNDARY
D_29_new_V_S_candidates,V,점진,명사,schemareading-tooldict,4784,조금씩 앞으로 나아감. 점점 발전함.,"literacy.db 실제 저장 level=4, term_id=4784 재조회 확인(2026-09-25 라이브 재검증)",한 번에 크게 바뀌지 않고 조금씩 앞으로 나아가는 것,우리 반은 줄넘기 목표 횟수를 점진적으로 늘려 나갔습니다.,점진,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db V/S level=4, review_status=검수전, AI자동생성 태그 없음, 이번 세션 신규 정의/예문 작성 및 뜻 일치 확인",,SR_L4CORE_4784,4,REVIEW_BOUNDARY
D_29_new_V_S_candidates,V,정교,명사,schemareading-tooldict,4785,정밀하고 교묘함.,"literacy.db 실제 저장 level=4, term_id=4785 재조회 확인(2026-09-25 라이브 재검증)",아주 세밀하고 빈틈없이 잘 만들어진 것,장인은 나무를 깎아 정교한 모형 배를 만들었습니다.,정교,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db V/S level=4, review_status=검수전, AI자동생성 태그 없음, 이번 세션 신규 정의/예문 작성 및 뜻 일치 확인",,SR_L4CORE_4785,4,REVIEW_BOUNDARY
D_29_new_V_S_candidates,V,존중,명사,schemareading-tooldict,4795,높이어 귀중하게 대함.,"literacy.db 실제 저장 level=4, term_id=4795 재조회 확인(2026-09-25 라이브 재검증)",다른 사람이나 그 생각을 소중하게 여기고 예의를 갖추어 대하는 것,토론할 때는 서로 다른 의견도 존중해야 합니다.,존중,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db V/S level=4, review_status=검수전, AI자동생성 태그 없음, 이번 세션 신규 정의/예문 작성 및 뜻 일치 확인",,SR_L4CORE_4795,4,REVIEW_BOUNDARY
D_29_new_V_S_candidates,V,준거,명사,schemareading-tooldict,4799,사물의 정도나 성격 따위를 알기 위한 근거나 기준.,"literacy.db 실제 저장 level=4, term_id=4799 재조회 확인(2026-09-25 라이브 재검증)",무엇을 판단하기 위해 기준으로 삼는 근거,선생님은 채점 준거를 미리 알려 주셨습니다.,준거,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db V/S level=4, review_status=검수전, AI자동생성 태그 없음, 이번 세션 신규 정의/예문 작성 및 뜻 일치 확인",,SR_L4CORE_4799,4,REVIEW_BOUNDARY
D_29_new_V_S_candidates,V,지향,명사,schemareading-tooldict,4808,어떤 목표로 뜻이 쏠리어 향함. 또는 그 방향이나 그쪽으로 쏠리는 의지.,"literacy.db 실제 저장 level=4, term_id=4808 재조회 확인(2026-09-25 라이브 재검증)",어떤 목표를 향해 마음과 뜻이 쏠려 나아가는 것,우리 동아리는 협력을 지향하는 활동을 계획했습니다.,지향,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db V/S level=4, review_status=검수전, AI자동생성 태그 없음, 이번 세션 신규 정의/예문 작성 및 뜻 일치 확인","파생/혼동 주의: 같은 V L4 목록의 '지양'(4804, 하지 않으려 함)과 형태·발음이 비슷하고 뜻은 반대 - 이번 배치에는 '지향'만 포함, '지양'은 미포함(혼동 위험 회피)",SR_L4CORE_4808,4,REVIEW_BOUNDARY
D_29_new_V_S_candidates,V,직면,명사,schemareading-tooldict,4810,어떠한 일이나 사물을 직접 당하거나 접함.,"literacy.db 실제 저장 level=4, term_id=4810 재조회 확인(2026-09-25 라이브 재검증)",어떤 일이나 문제를 피하지 않고 직접 마주하는 것,우리 모둠은 갑작스러운 문제에 직면했지만 침착하게 해결했습니다.,직면,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db V/S level=4, review_status=검수전, AI자동생성 태그 없음, 이번 세션 신규 정의/예문 작성 및 뜻 일치 확인",,SR_L4CORE_4810,4,REVIEW_BOUNDARY
D_29_new_V_S_candidates,V,축적,명사,schemareading-tooldict,4816,"지식, 경험, 자금 따위를 모아서 쌓음. 또는 모아서 쌓은 것.","literacy.db 실제 저장 level=4, term_id=4816 재조회 확인(2026-09-25 라이브 재검증)","지식이나 경험, 돈 따위를 조금씩 모아서 쌓는 것",꾸준한 독서로 배경지식을 축적할 수 있습니다.,축적,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db V/S level=4, review_status=검수전, AI자동생성 태그 없음, 이번 세션 신규 정의/예문 작성 및 뜻 일치 확인",,SR_L4CORE_4816,4,REVIEW_BOUNDARY
D_29_new_V_S_candidates,V,필연,명사,schemareading-tooldict,4823,사물의 관련이나 일의 결과가 반드시 그렇게 될 수밖에 없음.,"literacy.db 실제 저장 level=4, term_id=4823 재조회 확인(2026-09-25 라이브 재검증)",어떤 일이 다른 방식이 아니라 반드시 그렇게 될 수밖에 없는 것,겨울이 지나면 봄이 오는 것은 필연적인 자연의 흐름입니다.,필연,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db V/S level=4, review_status=검수전, AI자동생성 태그 없음, 이번 세션 신규 정의/예문 작성 및 뜻 일치 확인",,SR_L4CORE_4823,4,REVIEW_BOUNDARY
D_29_new_V_S_candidates,S,자기장,명사,schemareading-schema,6392,"자석의 주위, 전류의 주위, 지구의 표면 따위와 같이 자기력이 작용하는 공간.","literacy.db 실제 저장 level=4, term_id=6392 재조회 확인(2026-09-25 라이브 재검증)",자석이나 전류 주위에서 자기력이 미치는 공간,나침반 바늘은 자기장의 방향에 따라 움직입니다.,자기장,물리,1주차 / 소분류: 전류가 만드는 자기장,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db V/S level=4, review_status=검수전, AI자동생성 태그 없음, 이번 세션 신규 정의/예문 작성 및 뜻 일치 확인",,SR_L4CORE_6392,4,REVIEW_BOUNDARY
D_29_new_V_S_candidates,S,비열,명사,schemareading-schema,6400,"물질 1kg의 온도를 1°C 올리는 데 드는 열량. 물의 비열은 1kcal/(g*°C)로서, 모든 물질 가운데 가장 크다.","literacy.db 실제 저장 level=4, term_id=6400 재조회 확인(2026-09-25 라이브 재검증)",어떤 물질 1kg의 온도를 1도 올리는 데 필요한 열의 양,물은 비열이 커서 다른 물질보다 천천히 데워집니다.,비열,물리,3주차 / 소분류: 열을 받으면 커지는 것들이 있다고?,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db V/S level=4, review_status=검수전, AI자동생성 태그 없음, 이번 세션 신규 정의/예문 작성 및 뜻 일치 확인",,SR_L4CORE_6400,4,REVIEW_BOUNDARY
D_29_new_V_S_candidates,S,이동거리,명사,schemareading-schema,6403,물체가 운동하는 동안 움직인 거리.,"literacy.db 실제 저장 level=4, term_id=6403 재조회 확인(2026-09-25 라이브 재검증)",물체가 움직이는 동안 실제로 이동한 거리,자동차가 출발점에서 도착점까지 움직인 이동거리를 측정했습니다.,이동거리,물리,4주차 / 소분류: 물체가 어떻게 운동을 할 수 있을까?,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db V/S level=4, review_status=검수전, AI자동생성 태그 없음, 이번 세션 신규 정의/예문 작성 및 뜻 일치 확인",,SR_L4CORE_6403,4,REVIEW_BOUNDARY
