source_file,group,v_s,lemma,pos,literacy_source,literacy_term_id,csv_definition,level_basis,student_definition,example_sentence,example_target_form,subject_category,note_week,reuse_check,final_classification,csv_caution,content_id,vocab_level,level_status,db_headword,db_pos,db_source,db_level,db_subject_category,db_note,db_definition,db_review_status,checks_json,flags_json,verdict,verdict_reason
schema_reading_phase13_l4_core50_final_20260925.csv,C_11_supplement_carryover,V,간과,명사,schemareading-tooldict,4749,대충 보아 넘김. 깊이 유의하지 않고 예사로 내버려둠.,"literacy.db 실제 저장 level=4, term_id=4749 재조회 확인(2026-09-25 라이브 재검증)",중요한 것을 대충 보고 넘겨서 미처 신경 쓰지 않는 것,우리는 안전 규칙을 간과해서 작은 사고가 났습니다.,간과,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,,SR_L4CORE_4749,4,REVIEW_BOUNDARY,간과,명사,schemareading-tooldict,4,,,대충 보아 넘김. 깊이 유의하지 않고 예사로 내버려둠.,검수전,"{""term_exists"": ""PASS"", ""headword_match"": ""PASS"", ""source_match"": ""PASS"", ""level_match"": ""PASS"", ""pos_match"": ""PASS"", ""definition_verbatim_match"": ""PASS"", ""literacy_db_homonym_row_count"": ""1""}",[],AUTO_PASS,"구조 대조 전부 PASS, caution 없음, literacy.db 내 동형이의 분리 행 없음"
schema_reading_phase13_l4_core50_final_20260925.csv,C_11_supplement_carryover,V,공간,명사,schemareading-tooldict,4750,"아무 것도 없는 빈 곳. 또는 물질, 물체가 존재할 수 있거나 어떤 일이 일어날 수 있는 자리.","literacy.db 실제 저장 level=4, term_id=4750 재조회 확인(2026-09-25 라이브 재검증)",무엇이 있거나 어떤 일이 일어날 수 있는 자리나 빈 곳,교실 뒤쪽에 책상을 놓을 공간이 남아 있습니다.,공간,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,,SR_L4CORE_4750,4,REVIEW_BOUNDARY,공간,명사,schemareading-tooldict,4,,,"아무 것도 없는 빈 곳. 또는 물질, 물체가 존재할 수 있거나 어떤 일이 일어날 수 있는 자리.",검수전,"{""term_exists"": ""PASS"", ""headword_match"": ""PASS"", ""source_match"": ""PASS"", ""level_match"": ""PASS"", ""pos_match"": ""PASS"", ""definition_verbatim_match"": ""PASS"", ""literacy_db_homonym_row_count"": ""1""}",[],AUTO_PASS,"구조 대조 전부 PASS, caution 없음, literacy.db 내 동형이의 분리 행 없음"
schema_reading_phase13_l4_core50_final_20260925.csv,C_11_supplement_carryover,V,기억,명사,schemareading-tooldict,4751,지난 일을 잊지 아니함. 또는 그 내용.,"literacy.db 실제 저장 level=4, term_id=4751 재조회 확인(2026-09-25 라이브 재검증)",지나간 일을 잊지 않고 마음속에 간직하고 있는 것,할머니 댁에서 보낸 여름은 좋은 기억으로 남아 있습니다.,기억,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,,SR_L4CORE_4751,4,REVIEW_BOUNDARY,기억,명사,schemareading-tooldict,4,,,지난 일을 잊지 아니함. 또는 그 내용.,검수전,"{""term_exists"": ""PASS"", ""headword_match"": ""PASS"", ""source_match"": ""PASS"", ""level_match"": ""PASS"", ""pos_match"": ""PASS"", ""definition_verbatim_match"": ""PASS"", ""literacy_db_homonym_row_count"": ""1""}",[],AUTO_PASS,"구조 대조 전부 PASS, caution 없음, literacy.db 내 동형이의 분리 행 없음"
schema_reading_phase13_l4_core50_final_20260925.csv,C_11_supplement_carryover,V,만족,명사,schemareading-tooldict,4752,마음에 흡족함. 또는 흡족하게 생각함.,"literacy.db 실제 저장 level=4, term_id=4752 재조회 확인(2026-09-25 라이브 재검증)",바라던 대로 이루어져 마음이 흡족한 것,발표를 무사히 마치고 나니 만족스러운 기분이 들었습니다.,만족,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,,SR_L4CORE_4752,4,REVIEW_BOUNDARY,만족,명사,schemareading-tooldict,4,,,마음에 흡족함. 또는 흡족하게 생각함.,검수전,"{""term_exists"": ""PASS"", ""headword_match"": ""PASS"", ""source_match"": ""PASS"", ""level_match"": ""PASS"", ""pos_match"": ""PASS"", ""definition_verbatim_match"": ""PASS"", ""literacy_db_homonym_row_count"": ""1""}",[],AUTO_PASS,"구조 대조 전부 PASS, caution 없음, literacy.db 내 동형이의 분리 행 없음"
schema_reading_phase13_l4_core50_final_20260925.csv,C_11_supplement_carryover,V,문자,명사,schemareading-tooldict,4753,"말의 음과 뜻을 나타내는 시각적 기호, 글자.","literacy.db 실제 저장 level=4, term_id=4753 재조회 확인(2026-09-25 라이브 재검증)","말소리와 뜻을 눈으로 볼 수 있게 나타낸 기호, 즉 글자",한글은 소리를 정확하게 나타낼 수 있는 문자입니다.,문자,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,,SR_L4CORE_4753,4,REVIEW_BOUNDARY,문자,명사,schemareading-tooldict,4,,,"말의 음과 뜻을 나타내는 시각적 기호, 글자.",검수전,"{""term_exists"": ""PASS"", ""headword_match"": ""PASS"", ""source_match"": ""PASS"", ""level_match"": ""PASS"", ""pos_match"": ""PASS"", ""definition_verbatim_match"": ""PASS"", ""literacy_db_homonym_row_count"": ""1""}",[],AUTO_PASS,"구조 대조 전부 PASS, caution 없음, literacy.db 내 동형이의 분리 행 없음"
schema_reading_phase13_l4_core50_final_20260925.csv,C_11_supplement_carryover,V,보수,명사,schemareading-tooldict,4754,낡은 것을 보충해서 수선함.,"literacy.db 실제 저장 level=4, term_id=4754 재조회 확인(2026-09-25 라이브 재검증)",낡거나 고장 난 것을 손보아 고치는 것,장마가 끝난 뒤 학교는 새는 지붕을 보수했습니다.,보수,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"동형이의어 주의(phase11 기록 재인용): '정치적 보수', '급여(보수를 받다)' 등 다른 뜻 존재. literacy.db 정의(수선)에 한정된 뜻만 채택",SR_L4CORE_4754,4,REVIEW_BOUNDARY,보수,명사,schemareading-tooldict,4,,,낡은 것을 보충해서 수선함.,검수전,"{""term_exists"": ""PASS"", ""headword_match"": ""PASS"", ""source_match"": ""PASS"", ""level_match"": ""PASS"", ""pos_match"": ""PASS"", ""definition_verbatim_match"": ""PASS"", ""literacy_db_homonym_row_count"": ""1""}","[""결과표 caution 필드 기존 표시: 동형이의어 주의(phase11 기록 재인용): '정치적 보수', '급여(보수를 받다)' 등 다른 뜻 존재. literacy.db 정의(수선)에 한정된 뜻만 채택""]",MEANING_REVIEW,"결과표 caution: 동형이의어 주의(phase11 기록 재인용): '정치적 보수', '급여(보수를 받다)' 등 다른 뜻 존재. literacy.db 정의(수선)에 한정된 뜻만 채택"
schema_reading_phase13_l4_core50_final_20260925.csv,C_11_supplement_carryover,V,불가피하다,형용사,schemareading-tooldict,4755,피할 수가 없다.,"literacy.db 실제 저장 level=4, term_id=4755 재조회 확인(2026-09-25 라이브 재검증)",어쩔 수 없어서 피할 수가 없다,갑자기 폭우가 쏟아져 일정 변경이 불가피했습니다.,불가피하다,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,,SR_L4CORE_4755,4,REVIEW_BOUNDARY,불가피하다,형용사,schemareading-tooldict,4,,,피할 수가 없다.,검수전,"{""term_exists"": ""PASS"", ""headword_match"": ""PASS"", ""source_match"": ""PASS"", ""level_match"": ""PASS"", ""pos_match"": ""PASS"", ""definition_verbatim_match"": ""PASS"", ""literacy_db_homonym_row_count"": ""1""}",[],AUTO_PASS,"구조 대조 전부 PASS, caution 없음, literacy.db 내 동형이의 분리 행 없음"
schema_reading_phase13_l4_core50_final_20260925.csv,C_11_supplement_carryover,V,완료,명사,schemareading-tooldict,4759,완전히 끝마침.,"literacy.db 실제 저장 level=4, term_id=4759 재조회 확인(2026-09-25 라이브 재검증)",하던 일을 완전히 끝내는 것,모둠은 예정보다 일찍 과제를 완료했습니다.,완료,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,,SR_L4CORE_4759,4,REVIEW_BOUNDARY,완료,명사,schemareading-tooldict,4,,,완전히 끝마침.,검수전,"{""term_exists"": ""PASS"", ""headword_match"": ""PASS"", ""source_match"": ""PASS"", ""level_match"": ""PASS"", ""pos_match"": ""PASS"", ""definition_verbatim_match"": ""PASS"", ""literacy_db_homonym_row_count"": ""1""}",[],AUTO_PASS,"구조 대조 전부 PASS, caution 없음, literacy.db 내 동형이의 분리 행 없음"
schema_reading_phase13_l4_core50_final_20260925.csv,C_11_supplement_carryover,V,요건,명사,schemareading-tooldict,4760,긴요한 일이나 안건. 필요한 조건.,"literacy.db 실제 저장 level=4, term_id=4760 재조회 확인(2026-09-25 라이브 재검증)",어떤 일을 하기 위해 반드시 갖추어야 하는 조건,이 대회에 나가려면 몇 가지 요건을 먼저 갖추어야 합니다.,요건,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,,SR_L4CORE_4760,4,REVIEW_BOUNDARY,요건,명사,schemareading-tooldict,4,,,긴요한 일이나 안건. 필요한 조건.,검수전,"{""term_exists"": ""PASS"", ""headword_match"": ""PASS"", ""source_match"": ""PASS"", ""level_match"": ""PASS"", ""pos_match"": ""PASS"", ""definition_verbatim_match"": ""PASS"", ""literacy_db_homonym_row_count"": ""1""}",[],AUTO_PASS,"구조 대조 전부 PASS, caution 없음, literacy.db 내 동형이의 분리 행 없음"
schema_reading_phase13_l4_core50_final_20260925.csv,C_11_supplement_carryover,V,원천,명사,schemareading-tooldict,4761,물이 흘러나오는 근원. 사물의 근원.,"literacy.db 실제 저장 level=4, term_id=4761 재조회 확인(2026-09-25 라이브 재검증)",어떤 것이 처음 생겨나거나 흘러나오는 근본이 되는 곳,독서는 새로운 생각의 원천이 됩니다.,원천,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,,SR_L4CORE_4761,4,REVIEW_BOUNDARY,원천,명사,schemareading-tooldict,4,,,물이 흘러나오는 근원. 사물의 근원.,검수전,"{""term_exists"": ""PASS"", ""headword_match"": ""PASS"", ""source_match"": ""PASS"", ""level_match"": ""PASS"", ""pos_match"": ""PASS"", ""definition_verbatim_match"": ""PASS"", ""literacy_db_homonym_row_count"": ""1""}",[],AUTO_PASS,"구조 대조 전부 PASS, caution 없음, literacy.db 내 동형이의 분리 행 없음"
schema_reading_phase13_l4_core50_final_20260925.csv,C_11_supplement_carryover,V,유동,명사,schemareading-tooldict,4762,액체 상태의 물질이나 전류 따위가 흘러 움직임. 이리저리 자주 옮겨 다님.,"literacy.db 실제 저장 level=4, term_id=4762 재조회 확인(2026-09-25 라이브 재검증)","액체나 전류처럼 흘러 움직이거나, 한곳에 머물지 않고 자주 옮겨 다니는 것",명절에는 고속도로에 차량 유동이 많아집니다.,유동,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,,SR_L4CORE_4762,4,REVIEW_BOUNDARY,유동,명사,schemareading-tooldict,4,,,액체 상태의 물질이나 전류 따위가 흘러 움직임. 이리저리 자주 옮겨 다님.,검수전,"{""term_exists"": ""PASS"", ""headword_match"": ""PASS"", ""source_match"": ""PASS"", ""level_match"": ""PASS"", ""pos_match"": ""PASS"", ""definition_verbatim_match"": ""PASS"", ""literacy_db_homonym_row_count"": ""1""}",[],AUTO_PASS,"구조 대조 전부 PASS, caution 없음, literacy.db 내 동형이의 분리 행 없음"
schema_reading_phase13_l4_core50_final_20260925.csv,D_29_new_V_S_candidates,V,유사,명사,schemareading-tooldict,4765,서로 비슷함.,"literacy.db 실제 저장 level=4, term_id=4765 재조회 확인(2026-09-25 라이브 재검증)",두 가지 이상이 서로 비슷한 것,쌍둥이 자매는 얼굴 생김새가 유사해서 사람들이 자주 헷갈려 합니다.,유사,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,,SR_L4CORE_4765,4,REVIEW_BOUNDARY,유사,명사,schemareading-tooldict,4,,,서로 비슷함.,검수전,"{""term_exists"": ""PASS"", ""headword_match"": ""PASS"", ""source_match"": ""PASS"", ""level_match"": ""PASS"", ""pos_match"": ""PASS"", ""definition_verbatim_match"": ""PASS"", ""literacy_db_homonym_row_count"": ""1""}","[""보고서 본문 전용 캐주션(phase15 편입): phase13 보고서 2-4절: '유추'와 근접(위 항목 참고) - caution 컬럼 누락분 phase15가 편입.""]",MEANING_REVIEW,보고서 본문 전용 캐주션(phase15 편입): phase13 보고서 2-4절: '유추'와 근접(위 항목 참고) - caution 컬럼 누락분 phase15가 편입.
schema_reading_phase13_l4_core50_final_20260925.csv,D_29_new_V_S_candidates,V,인지,명사,schemareading-tooldict,4773,어떤 사실을 인정하여 앎.,"literacy.db 실제 저장 level=4, term_id=4773 재조회 확인(2026-09-25 라이브 재검증)",어떤 사실을 알아차리고 그렇다고 받아들이는 것,친구는 자신의 실수를 인지하고 곧바로 사과했습니다.,인지,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,,SR_L4CORE_4773,4,REVIEW_BOUNDARY,인지,명사,schemareading-tooldict,4,,,어떤 사실을 인정하여 앎.,검수전,"{""term_exists"": ""PASS"", ""headword_match"": ""PASS"", ""source_match"": ""PASS"", ""level_match"": ""PASS"", ""pos_match"": ""PASS"", ""definition_verbatim_match"": ""PASS"", ""literacy_db_homonym_row_count"": ""1""}",[],AUTO_PASS,"구조 대조 전부 PASS, caution 없음, literacy.db 내 동형이의 분리 행 없음"
schema_reading_phase13_l4_core50_final_20260925.csv,D_29_new_V_S_candidates,V,일관성,명사,schemareading-tooldict,4774,방법이나 태도 따위가 한결같은 성질.,"literacy.db 실제 저장 level=4, term_id=4774 재조회 확인(2026-09-25 라이브 재검증)",처음부터 끝까지 태도나 방법이 한결같이 변하지 않는 성질,심판은 모든 경기에서 같은 기준으로 일관성 있게 판정했습니다.,일관성,,,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,,SR_L4CORE_4774,4,REVIEW_BOUNDARY,일관성,명사,schemareading-tooldict,4,,,방법이나 태도 따위가 한결같은 성질.,검수전,"{""term_exists"": ""PASS"", ""headword_match"": ""PASS"", ""source_match"": ""PASS"", ""level_match"": ""PASS"", ""pos_match"": ""PASS"", ""definition_verbatim_match"": ""PASS"", ""literacy_db_homonym_row_count"": ""1""}",[],AUTO_PASS,"구조 대조 전부 PASS, caution 없음, literacy.db 내 동형이의 분리 행 없음"
